SkuShort,PrimaryPack,Country,Year,Week,NumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,SalesHl,OldPredSalesHl,PredictSalesHl
11216,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,,,5.04,0.792,0.554,1.426,,2.296875,1,11.0
11276,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,1261.0,603.0,37.66,2552.0,580.5,1431.0,2560.0,1307.0,1395,1440.0
11376,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,447.5,233.5,0.1326,938.5,152.9,898.0,891.5,309.0,348,706.0
11476,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,271.5,260.8,11.914,338.0,108.6,803.0,,57.25,175,390.0
11576,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,578.0,328.8,3.566,1030.0,245.0,975.5,,496.25,558,790.0
11676,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,219.6,194.0,10.31,274.2,103.2,277.5,,79.4375,143,241.0
11776,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,188.6,172.6,9.85,233.1,110.4,367.8,,103.0625,140,249.0
11876,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,186.5,162.2,6.508,214.8,82.94,294.5,,40.4375,120,223.0
12080,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,5.0,5.0,,1.104,3.889,42.0,105.9,12.140625,0,14.0
12180,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,5.0,5.0,,1.344,1.968,20.4,88.94,46.59375,3,12.0
12280,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,5.0,5.0,,1.056,1.92,57.75,66.1,35.21875,2,15.0
12576,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,878.5,475.5,17.77,1993.0,404.5,1267.0,2250.0,940.0,1056,1297.0
12815,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,26.5,49.78,,42.3,126.1,,,150.25,68,86.0
12915,RB,CZ,2021,12,5,4.953,0.05847,5.79,True,26.5,49.78,,52.1,131.9,,,143.875,72,92.0
13338,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,67.94,99.25,4.277,137.4,133.1,142.0,219.2,59.84375,60,158.0
13374,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,179.0,47.53,45.34,29.62,17.98,,,154.625,168,76.0
13438,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,89.2,113.75,8.32,237.9,224.2,202.4,453.8,75.25,95,261.0
13474,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,151.1,53.88,54.5,175.4,111.2,,,168.75,147,176.0
13538,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,53.9,73.06,1.577,109.7,88.7,107.5,166.1,33.75,51,104.0
13638,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,89.6,109.25,6.418,245.4,202.4,209.9,405.2,86.8125,96,248.0
13674,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,38.84,55.06,52.34,120.3,127.4,,,59.46875,38,123.0
13738,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,125.94,187.4,7.6,80.7,123.44,211.5,4.594,85.125,90,280.0
13838,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,112.1,168.4,116.5,72.44,99.6,,,58.78125,85,99.0
13938,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,106.94,162.1,102.3,86.75,106.75,,,79.0625,72,104.0
15060,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,44.47,56.1,90.56,50.6,62.75,97.56,172.4,65.0,56,71.0
15070,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,7.125,18.84,,30.81,42.06,16.39,25.98,272.0,264,34.0
15160,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,16.7,19.17,16.47,27.75,37.16,50.25,40.94,47.09375,22,39.0
15170,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,7.125,19.55,,10.77,18.06,7.047,9.74,209.75,193,19.0
15260,NRB,CZ,2021,12,5,4.953,0.05847,5.79,True,12.195,13.86,18.23,28.27,21.55,46.22,28.75,31.484375,12,28.0
15270,CAN,CZ,2021,12,5,4.953,0.05847,5.79,True,7.125,19.55,27.38,14.97,20.2,6.812,10.375,186.25,172,20.0
01015,RB,SK,2021,12,5,4.953,0.05847,5.79,True,1240.0,2298.0,1698.0,2124.0,2844.0,1538.0,1479.0,1664.0,2470,2019.0
01016,RB,SK,2021,12,5,4.953,0.05847,5.79,True,3.062,8.5,28.7,32.06,25.89,25.03,56.88,27.5625,34,31.0
01041,RB,SK,2021,12,5,4.953,0.05847,5.79,True,,,12.0,1200.0,,,,1044.0,1044,582.0
01044,RB,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,,,0.0,0,421.0
01065,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,,,0.0,0,353.0
01070,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,18.89,13.6,10.29,15.37,4.594,15.52,5.703,14.2578125,5,17.0
01077,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,2666.0,1995.0,2124.0,2852.0,2140.0,1510.0,2110.0,4720.0,5064,2550.0
01125,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,,,0.1224,0.396,0.2375,0.396,0.2375,0.31689453125,0,11.0
02015,RB,SK,2021,12,5,4.953,0.05847,5.79,True,20.27,107.75,,53.7,110.8,,,36.0,28,85.0
02077,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,184.9,406.5,404.5,351.5,477.8,290.5,375.8,579.0,315,426.0
02115,RB,SK,2021,12,5,4.953,0.05847,5.79,True,233.9,239.4,287.2,273.2,885.5,195.8,70.9,416.25,593,425.0
02177,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,1176.0,1556.0,1193.0,679.5,1255.0,1193.0,1466.0,1040.0,858,1082.0
02190,PET,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,,519.0,0.0,0,417.0
04015,RB,SK,2021,12,5,4.953,0.05847,5.79,True,712.5,440.8,385.2,495.0,492.8,482.8,407.5,876.5,429,695.0
04077,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,177.2,440.0,259.2,346.5,113.75,224.5,527.0,315.5,219,313.0
04215,RB,SK,2021,12,5,4.953,0.05847,5.79,True,1893.0,686.0,1206.0,1067.0,1340.0,1368.0,1600.0,1937.0,1833,1787.0
04271,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,410.0,315.0,172.1,142.0,80.25,129.0,138.0,229.0,172,192.0
04277,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,558.0,458.0,607.5,402.5,331.2,698.5,150.5,597.5,624,755.0
04315,RB,SK,2021,12,5,4.953,0.05847,5.79,True,34.34,23.7,38.78,28.0,46.2,21.1,57.8,31.296875,26,42.0
04377,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,2.219,2.219,20.28,7.32,22.8,35.53,10.68,11.7578125,18,19.0
04476,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,138.8,229.1,137.9,77.6,118.7,77.2,266.5,19.203125,38,133.0
04515,RB,SK,2021,12,5,4.953,0.05847,5.79,True,823.5,944.5,856.5,777.0,1010.5,1158.0,773.0,863.0,561,1001.0
04585,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,328.5,1073.0,,495.2,1721.0,1002.0,1012.0,1163.0,1004,738.0
04590,PET,SK,2021,12,5,4.953,0.05847,5.79,True,1929.0,933.0,835.5,1466.0,1171.0,1282.0,712.0,1237.0,1148,1759.0
04976,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,159.1,272.5,171.4,165.4,24.72,127.94,,29.875,42,134.0
05015,RB,SK,2021,12,5,4.953,0.05847,5.79,True,4.562,4.562,,2.1,,,,81.8125,0,83.0
05077,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,16.52,16.52,13.25,132.4,,,,60.46875,20,111.0
05215,RB,SK,2021,12,5,4.953,0.05847,5.79,True,38.78,48.66,279.8,50.3,59.3,74.9,288.8,75.5,52,80.0
05225,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,1.196,1.196,1.283,0.0792,0.0,0.396,20.98,0.0,0,11.0
05276,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,712.5,658.5,448.0,391.8,834.0,463.8,815.5,504.5,350,650.0
05376,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,29.27,41.0,21.94,28.56,22.08,20.64,59.4,53.625,16,27.0
05576,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,24.27,38.12,35.34,11.64,16.31,21.48,66.94,6.6015625,10,21.0
06077,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,73.7,83.06,85.2,89.6,103.44,32.75,48.97,142.875,561,104.0
06115,RB,SK,2021,12,5,4.953,0.05847,5.79,True,1007.5,206.0,266.2,524.5,686.0,227.9,177.8,1017.0,774,746.0
06177,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,2398.0,1384.0,1489.0,3360.0,5330.0,958.5,1345.0,2824.0,2448,2387.0
06185,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,506.0,382.5,33.25,,,241.125,0,497.0
06190,PET,SK,2021,12,5,4.953,0.05847,5.79,True,573.5,162.0,450.2,632.5,801.0,523.5,704.0,1238.0,1305,859.0
06276,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,18.25,19.6,32.97,53.75,47.28,41.16,60.38,59.15625,39,58.0
06515,RB,SK,2021,12,5,4.953,0.05847,5.79,True,3.69,3.69,10.82,19.8,28.5,7.4,19.7,11.203125,9,25.0
06571,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,7.816,7.19,20.58,39.12,20.77,22.56,53.88,61.8125,22,34.0
06577,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,19.94,45.2,72.4,217.5,87.25,135.6,53.28,38.75,55,141.0
06677,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,9.125,19.81,35.38,60.97,41.4,46.1,42.6,34.4375,40,58.0
07015,RB,SK,2021,12,5,4.953,0.05847,5.79,True,46.6,36.22,71.94,53.9,45.8,56.8,92.3,59.0,56,68.0
07082,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,1.284,1.284,10.91,9.12,9.48,14.4,24.0,8.7578125,14,16.0
07215,RB,SK,2021,12,5,4.953,0.05847,5.79,True,86.25,75.1,134.8,125.9,118.9,112.9,126.5,119.5,113,133.0
07282,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,2.125,2.125,15.12,10.44,9.36,14.16,32.16,17.515625,14,17.0
11076,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,106.7,84.94,114.6,117.4,508.2,93.8,251.5,158.75,68,179.0
11215,RB,SK,2021,12,5,4.953,0.05847,5.79,True,25.97,25.97,153.5,20.9,10.6,66.8,208.4,28.5,35,39.0
11238,RB,SK,2021,12,5,4.953,0.05847,5.79,True,,,1.585,,0.0792,,3.762,0.0792236328125,0,19.0
11276,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,312.8,320.0,554.5,457.5,1000.5,284.0,850.0,604.5,416,635.0
11293,PET,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,0.24,,0.0,0,47.0
11376,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,69.5,68.6,168.9,69.94,502.8,86.4,586.5,59.53125,46,190.0
11393,PET,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,2.305,,0.0,0,43.0
11476,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,33.16,25.92,47.75,15.12,87.0,97.8,,25.203125,11,59.0
11576,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,53.06,48.5,153.9,46.44,82.06,50.03,,111.625,42,81.0
11676,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,40.56,28.47,75.0,26.05,50.53,44.88,,28.203125,13,44.0
11776,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,79.5,87.9,122.3,33.25,66.75,78.25,,35.15625,15,61.0
11876,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,36.28,36.06,88.94,30.84,56.03,74.6,,28.921875,11,53.0
12576,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,152.0,149.2,123.5,181.0,199.6,82.06,344.5,115.8125,73,220.0
12815,RB,SK,2021,12,5,4.953,0.05847,5.79,True,,,,1.2,0.5,,,0.60009765625,0,12.0
12876,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,6.543,3.043,,1.56,,,,2.279296875,6,15.0
12915,RB,SK,2021,12,5,4.953,0.05847,5.79,True,,,,1.2,0.5,,,0.5,0,12.0
12976,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,6.543,3.043,,1.56,,,,2.279296875,6,15.0
13038,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,,,0.6807,0.0792,0.3564,0.2375,1.663,3.9609375,0,11.0
13062,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,2.592,,0.0,0,18.0
13074,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,5.152,1.108,0.634,,,16.15625,1,12.0
13080,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,,11.13,0.0,0,18.0
13138,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,,,0.639,0.2375,3.643,0.3564,1.268,0.237548828125,0,11.0
13174,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,6.527,0.317,13.55,,,10.296875,1,14.0
13638,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,,,1.342,0.198,0.4355,0.3564,3.643,3.76171875,0,11.0
13662,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,8.35,,0.0,0,32.0
13674,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,7.473,8.08,4.594,,,13.3046875,3,17.0
13738,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,0.389,0.389,3.383,0.198,0.277,5.227,6.414,14.8515625,2,10.0
13762,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,,,,8.35,,0.0,0,39.0
13774,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,,,9.836,0.713,21.55,,,8.953125,9,15.0
16375,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,15.305,49.8,,45.7,9.98,,,30.328125,52,37.0
16475,NRB,SK,2021,12,5,4.953,0.05847,5.79,True,15.305,49.8,,45.94,9.42,,,28.59375,42,37.0
18076,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,2.67,19.81,81.2,14.28,34.56,163.8,99.5,34.5625,53,43.0
18276,CAN,SK,2021,12,5,4.953,0.05847,5.79,True,1.44,14.3,46.28,15.48,7.8,49.44,66.8,36.46875,22,21.0
01015,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,10690.0,7130.0,6850.0,11250.0,10490.0,7636.0,5880.0,12776.0,10304,10307.0
01016,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,193.4,284.5,413.8,175.0,118.94,62.66,294.2,400.25,496,242.0
01024,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,3900.0,,,3128.0,,,,781.0,636,3641.0
01027,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,,7.05,11.484,7.047,7.523,14.016,13.625,9,14.0
01041,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,11.43,450.5,477.8,334.8,369.2,1840.0,444.75,446,593.0
01070,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,40.4,54.3,143.1,74.3,66.9,65.1,240.8,146.5,136,88.0
01071,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,280.0,465.8,1884.0,2644.0,1229.0,693.5,2242.0,1099.0,1451,1935.0
01077,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,920.0,3074.0,1919.0,4964.0,1681.0,5292.0,2646.0,1174.0,1735,3074.0
01078,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,,,37.22,38.25,21.88,20.8,,22.234375,19,32.0
01096,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,,1.541,4.72,3.04,1.36,9.96,0.60009765625,0,11.0
01125,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,2.0,,0.8926,2.535,1.188,0.0792,0.554,2.216796875,0,9.0
02015,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,1021.0,1050.0,1265.0,798.5,848.0,2408.0,875.5,1182.0,1568,1139.0
02071,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,564.5,1605.0,646.5,1189.0,957.0,574.0,341.8,820.0,790,752.0
02115,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,11900.0,13496.0,12420.0,12360.0,14140.0,9140.0,12696.0,9976.0,12960,9776.0
02141,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,,121.8,61.62,45.7,167.5,152.2,40.90625,65,77.0
02170,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,26.6,40.0,39.12,16.08,28.03,29.94,69.6,44.03125,41,27.0
02171,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,2276.0,631.0,1687.0,3328.0,1396.0,1350.0,2068.0,2142.0,1989,2044.0
02177,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,2736.0,275.5,909.0,821.5,1740.0,1220.0,1794.0,3180.0,3382,1957.0
02215,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,53.56,10.71,223.2,186.5,256.5,235.4,269.8,321.25,307,262.0
02815,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,1339.0,894.5,2480.0,1526.0,1437.0,5490.0,6236.0,2508.0,2654,3684.0
02841,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,4.285,87.2,41.4,18.16,158.6,122.7,0.56005859375,183,55.0
02871,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,258.0,259.0,298.2,482.2,471.5,187.1,282.5,444.0,396,438.0
02877,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,142.9,357.2,79.9,96.8,106.06,167.6,78.25,73.9375,206,130.0
03015,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,344.8,863.5,697.5,857.5,777.5,684.5,584.5,705.0,688,791.0
03092,PET,CZ,2021,13,4,6.785,0.6885,5.938,True,194.1,329.5,421.0,681.0,332.0,820.5,1135.0,524.0,769,605.0
03115,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,569.0,504.5,831.0,1010.0,894.0,876.5,1027.0,1296.0,1475,1111.0
03515,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,37.16,40.03,8.8,40.5,102.2,208.4,6.0,17,31.0
05015,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,3488.0,3824.0,4572.0,6172.0,4140.0,5024.0,3620.0,5400.0,8072,5578.0
05071,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,1313.0,2786.0,1357.0,3448.0,1801.0,1485.0,1045.0,1936.0,2486,1772.0
05115,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,2656.0,3718.0,7452.0,5184.0,6240.0,6280.0,5924.0,8632.0,10520,7125.0
05141,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,0.857,2.0,88.8,82.94,119.94,138.0,111.0,127.4375,140,113.0
05171,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,428.0,164.9,724.0,1082.0,967.5,795.5,870.0,1450.0,1785,1154.0
05177,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,1969.0,357.5,334.5,1609.0,638.0,595.0,215.4,1152.0,1844,1084.0
05215,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,725.0,942.0,2218.0,844.5,903.5,589.5,2866.0,1269.0,1032,1587.0
05216,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,23.22,54.2,115.6,6.97,7.13,0.634,216.2,9.8984375,81,43.0
05241,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,4.285,51.34,35.12,48.72,26.84,92.25,44.6875,26,44.0
05270,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,34.62,60.0,5.438,54.1,24.31,19.56,117.9,60.03125,43,53.0
05276,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,426.2,157.0,1032.0,1449.0,619.5,474.2,1731.0,1028.0,778,1116.0
05315,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,59.4,104.1,114.75,83.3,64.0,51.0,125.4,140.25,132,83.0
05376,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,166.4,55.84,100.6,216.6,89.75,77.4,184.2,90.8125,72,177.0
05415,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,8.57,23.42,41.84,42.7,31.5,26.8,14.4,46.09375,39,40.0
05515,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,302.0,441.0,614.5,321.8,332.5,204.5,840.5,499.5,428,436.0
05516,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,6.773,15.805,36.28,2.852,0.871,0.634,73.25,3.16796875,3,25.0
05576,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,167.5,53.5,118.94,377.5,125.25,65.25,220.5,160.0,182,255.0
05615,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,397.8,390.8,708.0,431.8,565.5,374.2,,2162.0,2440,656.0
05677,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,288.5,172.8,65.6,265.2,305.0,,,378.0,312,291.0
05715,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,221.4,251.5,70.1,275.0,506.5,379.5,25.203125,107,244.0
05915,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,40.0,28.58,,91.7,44.9,,,29.5,46,90.0
06015,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,396.2,204.8,772.5,351.5,343.0,697.0,363.5,1744.0,1773,623.0
06077,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,172.6,804.5,123.9,892.0,232.2,83.75,,268.25,306,346.0
06115,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,4380.0,2674.0,3714.0,7104.0,3602.0,8860.0,8300.0,6952.0,7112,7666.0
06141,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,,106.0,108.6,50.7,117.8,161.4,118.375,136,106.0
06171,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,251.1,234.2,779.0,857.0,1332.0,1108.0,740.5,662.5,938,1043.0
06177,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,794.0,487.2,573.0,911.0,759.0,432.0,637.5,1739.0,1492,919.0
06184,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,565.5,2030.0,122.2,812.0,1290.0,330.8,190.1,398.75,788,586.0
06190,PET,CZ,2021,13,4,6.785,0.6885,5.938,True,85.06,29.67,501.0,368.5,343.2,873.0,960.5,725.0,610,568.0
06215,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,232.1,498.0,299.8,492.8,405.8,263.5,484.8,241.5,342,407.0
06271,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,177.2,58.25,236.1,118.44,144.5,148.6,396.0,257.5,375,197.0
06315,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,7.855,27.5,44.03,6.2,24.8,60.0,19.6,53.6875,116,22.0
06515,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,2786.0,6150.0,3422.0,9200.0,4324.0,5236.0,1905.0,4136.0,5648,4581.0
06541,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,,,63.22,110.1,73.25,75.7,76.9,66.875,113,98.0
06571,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,1656.0,391.0,1231.0,1162.0,890.0,1730.0,922.5,3062.0,4038,1695.0
06577,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,1929.0,,407.0,285.5,175.0,306.8,959.5,2238.0,2450,1234.0
06615,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,234.6,563.0,212.5,454.8,346.5,728.5,259.0,132.125,244,452.0
11076,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,672.5,992.5,,1012.5,1900.0,1390.0,1435.0,965.0,725,1267.0
11216,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,1.066,,5.04,2.297,0.792,0.0,,1.98046875,1,10.0
11276,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,1004.0,1261.0,37.66,1307.0,2552.0,1413.0,1561.0,1314.0,996,1273.0
11376,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,409.2,447.5,0.1326,309.0,938.5,877.0,189.0,337.25,261,531.0
11476,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,197.5,271.5,11.914,57.25,338.0,545.5,,84.75,139,207.0
11576,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,502.2,578.0,3.566,496.2,1030.0,976.5,,494.0,398,659.0
11676,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,147.9,219.6,10.31,79.44,274.2,382.5,,76.4375,125,190.0
11776,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,117.6,188.6,9.85,103.06,233.1,344.0,,101.25,137,169.0
11876,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,130.1,186.5,6.508,40.44,214.8,340.8,,47.28125,111,152.0
12080,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,,5.0,,12.14,1.104,222.4,110.94,9.359375,0,38.0
12180,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,,5.0,,46.6,1.344,151.8,63.4,15.171875,1,49.0
12280,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,,5.0,,35.22,1.056,152.1,56.88,8.828125,1,40.0
12576,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,812.5,878.5,17.77,940.0,1993.0,1244.0,1407.0,961.5,755,1135.0
12815,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,73.6,26.5,,150.2,42.3,,,249.25,128,118.0
12876,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,,,,,,,,72.5,0,45.0
12915,RB,CZ,2021,13,4,6.785,0.6885,5.938,True,73.6,26.5,,143.9,52.1,,,259.25,110,120.0
12976,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,,,,,,,,21.59375,0,45.0
13338,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,80.5,67.94,4.277,59.84,137.4,56.22,131.2,77.625,60,96.0
13374,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,80.0,179.0,45.34,154.6,29.62,,,52.34375,80,87.0
13438,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,110.8,89.2,8.32,75.25,237.9,84.44,227.8,137.875,98,126.0
13474,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,87.06,151.1,54.5,168.8,175.4,,,133.25,117,157.0
13538,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,58.94,53.9,1.577,33.75,109.7,37.1,87.94,44.03125,49,66.0
13638,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,99.0,89.6,6.418,86.8,245.4,82.3,195.5,137.625,96,123.0
13674,CAN,CZ,2021,13,4,6.785,0.6885,5.938,True,43.38,38.84,52.34,59.47,120.3,,,108.5,59,80.0
13738,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,102.25,125.94,7.6,85.1,80.7,82.1,2.93,120.3125,126,82.0
13838,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,97.0,112.1,116.5,58.78,72.44,,,106.0625,74,84.0
13938,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,93.56,106.94,102.3,79.06,86.75,,,101.875,84,97.0
15060,NRB,CZ,2021,13,4,6.785,0.6885,5.938,True,37.62,44.47,90.56,65.0,50.6,76.8,285.0,60.375,101,71.0
